// select object_Id,value from weenie_properties_string where `type`=1 order by object_Id;
18910,Apartment
18911,Apartment
18912,Apartment
18913,Apartment
18914,Apartment
18915,Apartment
18916,Apartment
18917,Apartment
18918,Apartment
18919,Apartment
18920,Apartment
18921,Apartment
18922,Apartment
18923,Apartment
18924,Cottage
18925,Cottage
18926,Cottage
18927,Cottage
18928,Cottage
18929,Cottage
18930,Cottage
18931,Cottage
18932,Cottage
18933,Cottage
18934,Cottage
18935,Cottage
18936,Cottage
18937,Cottage
18938,Cottage
18939,Cottage
18940,Cottage
18941,Cottage
18942,Cottage
18943,Cottage
18944,Cottage
18945,Cottage
18946,Cottage
18947,Cottage
18948,Cottage
18949,Cottage
18950,Cottage
18951,Cottage
18952,Cottage
18953,Cottage
18954,Cottage
18955,Cottage
18956,Cottage
18957,Cottage
18958,Cottage
18959,Cottage
18960,Cottage
18961,Cottage
18962,Cottage
18963,Cottage
18964,Cottage
18965,Cottage
18966,Cottage
18967,Cottage
18968,Cottage
18969,Cottage
18970,Cottage
18971,Cottage
18972,Cottage
18973,Cottage
18974,Cottage
18975,Cottage
18976,Cottage
18977,Cottage
18978,Cottage
18979,Cottage
18980,Cottage
18981,Cottage
18982,Cottage
18983,Cottage
18984,Cottage
18985,Cottage
18986,Cottage
18987,Cottage
18988,Cottage
18989,Cottage
18990,Cottage
18991,Cottage
18992,Cottage
18993,Cottage
18994,Cottage
18995,Cottage
18996,Cottage
18997,Cottage
18998,Cottage
18999,Cottage
19000,Cottage
19001,Cottage
19002,Cottage
19003,Cottage
19004,Cottage
19005,Cottage
19006,Cottage
19007,Cottage
19008,Cottage
19009,Cottage
19010,Cottage
19011,Cottage
19012,Cottage
19013,Cottage
19014,Cottage
19015,Cottage
19016,Cottage
19017,Cottage
19018,Cottage
19019,Cottage
19020,Cottage
19021,Cottage
19022,Cottage
19023,Cottage
19024,Cottage
19025,Cottage
19026,Cottage
19027,Cottage
19028,Cottage
19029,Cottage
19030,Cottage
19031,Cottage
19032,Cottage
19033,Cottage
19034,Cottage
19035,Cottage
19036,Cottage
19037,Cottage
19038,Cottage
19039,Cottage
19040,Cottage
19041,Cottage
19042,Cottage
19043,Cottage
19044,Cottage
19045,Cottage
19046,Cottage
19047,Cottage
19048,Cottage
19049,Cottage
19050,Cottage
19051,Cottage
19052,Cottage
19053,Cottage
19054,Cottage
19055,Cottage
19056,Cottage
19057,Cottage
19058,Cottage
19059,Cottage
19060,Cottage
19061,Cottage
19062,Cottage
19063,Cottage
19064,Cottage
19065,Cottage
19066,Cottage
19067,Cottage
19068,Cottage
19069,Cottage
19070,Cottage
19071,Cottage
19072,Cottage
19073,Cottage
19074,Cottage
19075,Cottage
19076,Villa
19077,Villa
19078,Villa
19079,Villa
19080,Villa
19081,Villa
19082,Villa
19083,Villa
19084,Villa
19085,Villa
19086,Villa
19087,Villa
19088,Villa
19089,Villa
19090,Villa
19091,Villa
19092,Villa
19093,Villa
19094,Villa
19095,Villa
19096,Villa
19097,Villa
19098,Villa
19099,Villa
19100,Villa
19101,Villa
19102,Villa
19103,Villa
19104,Villa
19105,Villa
19106,Villa
19107,Villa
19108,Villa
19109,Villa
19110,Villa
19111,Villa
19112,Villa
19113,Villa
19114,Villa
19115,Villa
19116,Villa
19117,Villa
19118,Villa
19119,Villa
19120,Villa
19121,Villa
19122,Villa
19123,Villa
19124,Villa
19125,Villa
19126,Villa
19127,Verdentine Magnan
19128,Loom
19129,Spinning Wheel
19130,Colossus Foundry Portal
19131,Portal to Fort Tethana
19132,Mammet Foundry Portal
19133,Portal to Baishi
19134,Mannikin Foundry Portal
19135,Portal to Nanto
19136,Effigy Foundry Portal
19137,Portal to Cragstone
19138,Amarand Villas Portal
19139,Charnhold Portal
19140,Dame Tolani Villas Portal
19141,Darasa Villas Portal
19142,Defiant Prey Cottages Portal
19143,Ebbing Tide Villas Portal
19144,Explorer's Villas Portal
19145,Firesong Cottages Portal
19146,Gredaline Villas Portal
19147,Hand-on-Sword Cottages Portal
19148,Hopevale Portal
19149,Isparian Flame Estates Portal
19150,Jeweled Thorn Estates Portal
19151,Lanadryll Cottages Portal
19152,Majestic Saddle Cottages Portal
19153,Morntide Ascent Cottages Portal
19154,North Pass Hollow Cottages Portal
19155,Rending Talon Cottages Portal
19156,Reviled Maw Cottages Portal
19157,Sanam Batal Villas Portal
19158,Secluded Valley Cottages Portal
19159,Shaky Ledge Cottages Portal
19160,Stonerune Cottages Portal
19161,Stone Scythe Stronghold Portal
19162,Tusker Notch Portal
19163,Two Hills Cottages Portal
19164,Tyrrin Cottages Portal
19165,Unified Heart Villas Portal
19166,Amarand Villas
19167,Charnhold
19168,Dame Tolani Villas
19169,Darasa Villas
19170,Defiant Prey Cottages
19171,Ebbing Tide Villas
19172,Explorer's Villas
19173,Firesong Cottages
19174,Gredaline Villas
19175,Hand-on-Sword Cottages
19176,Hopevale
19177,Isparian Flame Estates
19178,Jeweled Thorn Estates
19179,Lanadryll Cottages
19180,Majestic Saddle Cottages
19181,Morntide Ascent Cottages
19182,North Pass Hollow Cottages
19183,Rending Talon Cottages
19184,Reviled Maw Cottages
19185,Sanam Batal Villas
19186,Secluded Valley Cottages
19187,Shaky Ledge Cottages
19188,Stonerune Cottages
19189,Stone Scythe Stronghold
19190,Tusker Notch
19191,Two Hills Cottages
19192,Tyrrin Cottages
19193,Unified Heart Villas
19194,Nullified Statue of a Banderling
19195,Nullified Statue of Ben Ten
19196,Nullified Statue of a Drudge
19197,Nullified Statue of a Golem
19198,Nullified Statue of a Grievver
19199,Nullified Statue of a Gromnie
19200,Nullified Statue of a Mosswart
19201,Nullified Statue of a Reedshark
19202,Nullified Statue of a Sclavus
19203,Nullified Statue of a Shadow
19204,Nullified Statue of a Skeleton
19205,Nullified Statue of Thorsten Cragstone
19206,Nullified Statue of a Tumerok
19207,Nullified Statue of a Virindi
19208,Nullified Statue of a Zharalim
19209,Bronze Coil from a Statue
19210,Bronze Coil from a Statue
19211,Bronze Coil from a Statue
19212,Bronze Coil from a Statue
19213,Bronze Coil from a Statue
19214,Bronze Coil from a Statue
19215,Bronze Gear from a Statue
19216,Bronze Gear from a Statue
19217,Bronze Gear from a Statue
19218,Bronze Gear from a Statue
19219,Decorative Bronze Statue
19220,Oxidized Statue
19221,Decorative Bronze Statue
19222,Oxidized Statue
19223,Decorative Bronze Statue 
19224,Oxidized Statue
19225,Decorative Bronze Statue
19226,Oxidized Statue 
19227,Decorative Bronze Statue
19228,Oxidized Statue
19229,Decorative Bronze Statue
19230,Oxidized Statue
19231,Decorative Bronze Statue
19232,Oxidized Statue
19233,Decorative Bronze Statue 
19234,Oxidized Statue 
19235,Decorative Bronze Statue 
19236,Oxidized Statue 
19237,Decorative Bronze Statue
19238,Oxidized Statue 
19239,Decorative Bronze Statue 
19240,Oxidized Statue 
19241,Decorative Bronze Statue 
19242,Oxidized Statue 
19243,Decorative Bronze Statue
19244,Oxidized Statue 
19245,Decorative Bronze Statue 
19246,Oxidized Statue 
19247,Decorative Bronze Statue 
19248,Oxidized Statue
19249,Bronze Nuts and Bolts from a Statue
19250,Bronze Nuts and Bolts from a Statue
19251,Bronze Nuts and Bolts from a Statue
19252,Bronze Spring from a Statue
19253,Bronze Spring from a Statue
19254,Bronze Spring from a Statue
19255,Bronze Spring from a Statue
19256,Young Banderling
19257,Drudge Skulker
19258,Drudge Slinker
19259,Mite Scion
19260,Mite Snippet
19261,Creeper Mosswart
19262,Young Mosswart
19263,Gnawer Shreth
19264,Relic Bones
19267,Bronze Statue of a Grievver
19270,Bronze Statue of a Shadow
19273,Bronze Statue of a Virindi
19276,Bronze Statue of a Golem
19279,Bronze Statue of a Sclavus
19282,Bronze Statue of a Skeleton
19285,Bronze Statue of a Tumerok
19288,Bronze Statue of a Drudge
19291,Bronze Statue of a Gromnie
19294,Bronze Statue of a Mosswart
19297,Bronze Statue of a Reedshark
19300,Bronze Statue of a Banderling
19303,Bronze Statue of Ben Ten
19306,Bronze Statue of a Sclavus
19309,Bronze Statue of a Skeleton
19312,Bronze Statue of Thorsten Cragstone
19315,Bronze Statue of a Zharalim
19353,Etheric Seal
19354,Bhab, Arcanum Tinkerer
19356,Allain Court Portal
19357,Alphus Court Portal
19358,Atrium Residential Halls Portal
19359,Autumn Moon Gardens Portal
19360,Endara Gate Portal
19361,Forsythian Gardens Portal
19362,Gajin Dwellings Portal
19363,Hasina Gardens Portal
19364,Heartland Yard Portal
19365,Ivory Gate Portal
19366,Larkspur Gardens Portal
19367,Maru Veranda Portal
19368,Mellas Court Portal
19369,Oriel Residential Halls Portal
19370,Sorac Gate Portal
19371,Syrah Dwellings Portal
19372,Trellyn Gardens Portal
19373,Valorya Gate Portal
19374,Vesper Gate Portal
19375,Vindalan Dwellings Portal
19376,White Lotus Gate Portal
19377,Winthur Gate Portal
19378,Allain Court
19379,Alphus Court
19380,Atrium Residential Halls
19381,Autumn Moon Gardens
19382,Endara Gate
19383,Forsythian Gardens
19384,Gajin Dwellings
19385,Hasina Gardens
19386,Heartland Yard
19387,Ivory Gate
19388,Larkspur Gardens
19389,Maru Veranda
19390,Mellas Court
19391,Oriel Residential Halls
19392,Sorac Gate
19393,Syrah Dwellings
19394,Trellyn Gardens
19395,Valorya Gate
19396,Vesper Gate
19397,Vindalan Dwellings
19398,White Lotus Gate
19399,Winthur Gate
19400,New Atlatl Glyph
19401,Light Weapons Glyph
19402,Missile Weapons Glyph
19403,New Claw Glyph
19404,New Crossbow Glyph
19405,Finesse Weapons Glyph
19406,New Mace Glyph
19407,New Spear Glyph
19408,New Staff Glyph
19409,Heavy Weapons Glyph
19410,Magic Glyph
19411,Unimbued Green Pyreal Gorget
19412,Unimbued Red Pyreal Gorget
19413,Unimbued Blue Pyreal Gorget
19414,Horn of Vigilance Base
19415,An incomplete Horn of Vigilance
19416,An incomplete Horn of Vigilance
19417,An incomplete Horn of Vigilance
19418,An incomplete Horn of Vigilance
19419,An incomplete Horn of Vigilance
19420,An incomplete Horn of Vigilance
19421,Sunflower Oil
19422,Upper Pipe One
19423,Upper Pipe Two
19424,Upper Pipe Three
19425,Bound Coral Golem
19426,Bound Crystal Golem
19427,Scuttling Grievver
19428,Scuttling Grievver
19429,Scuttling Grievver
19430,Scuttling Grievver
19431,Scuttling Grievver
19432,Scuttling Grievver
19435,Red Phyntos Wasp
19436,Old Bones
19439,Ursuin Slasher
19440,Wall of Webbing
19441,Auroch Horn
19442,Auroch Horn
19443,Auroch Skull
19444,Olthoi Carapace
19445,Olthoi Claw
19446,Olthoi Head
19447,Bone
19448,Bone
19449,Bones
19450,Bones
19451,Bone
19452,Ribcage
19453,Skull
19454,Skull
19455,Large Thighbone
19456,Thighbone
19457,Fireworks Generator
19459,Apple Generator
19460,Hiro, Arcanum Artificer
19461,Etienne, Royal Guardian
19462,Guen, Royal Guardian
19463,Isabelle, Royal Guardian
19464,Coron Usgin
19465,Surface
19466,Abandoned Arena
19467,Arcanum Storehouse Lower Level
19468,Arcanum Storehouse Upper Level
19469,Arcanum Storehouse Middle Level
19470,Surface
19471,The Callous Heart High Grounds
19472,The Callous Heart Right Wing
19473,The Callous Heart Left Wing
19474,Scuttling Sound Hotspot
19475,Large Ursuin Hide with head
19476,Grievver Tibia
19477,Undead Femur bone
19478,Sharp Tusker Slave Tusk
19479,The Boon
19480,Crafting the Horn of Vigilance
19481,Horn of Vigilance
19482,Enchanted Decanter
19483,Decanter of Essence
19484,Essence Font
19485,Quality Isparian Atlatl Ingot
19486,Good Isparian Atlatl Ingot
19487,Perfect Isparian Atlatl Ingot
19488,Superb Isparian Atlatl Ingot
19489,Quality Isparian Axe Ingot
19490,Good Isparian Axe Ingot
19491,Perfect Isparian Axe Ingot
19492,Superb Isparian Axe Ingot
19493,Quality Isparian Bow Ingot
19494,Good Isparian Bow Ingot
19495,Perfect Isparian Bow Ingot
19496,Superb Isparian Bow Ingot
19497,Quality Isparian Claw Ingot
19498,Good Isparian Claw Ingot
19499,Perfect Isparian Claw Ingot
19500,Superb Isparian Claw Ingot
19501,Quality Isparian Crossbow Ingot
19502,Good Isparian Crossbow Ingot
19503,Perfect Isparian Missile Weapons Ingot
19504,Superb Isparian Crossbow Ingot
19505,Quality Isparian Dagger Ingot
19506,Good Isparian Dagger Ingot
19507,Perfect Isparian Finesse Weapons Ingot
19508,Superb Isparian Dagger Ingot
19509,Quality Isparian Mace Ingot
19510,Good Isparian Mace Ingot
19511,Perfect Isparian Mace Ingot
19512,Superb Isparian Mace Ingot
19513,Quality Diamond Infused Pyreal Ingot
19514,Good Diamond Infused Pyreal Ingot
19515,Perfect Diamond Infused Pyreal Ingot
19516,Superb Diamond Infused Pyreal Ingot
19517,Quality Isparian Spear Ingot
19518,Good Isparian Spear Ingot
19519,Perfect Isparian Light Weapons Ingot
19520,Superb Isparian Spear Ingot
19521,Quality Isparian Staff Ingot
19522,Good Isparian Staff Ingot
19523,Perfect Isparian Heavy Weapons Ingot
19524,Superb Isparian Staff Ingot
19525,Quality Isparian Sword Ingot
19526,Good Isparian Sword Ingot
19527,Perfect Isparian Sword Ingot
19528,Superb Isparian Sword Ingot
19529,Good Isparian Wand Ingot
19530,Perfect Isparian Magic Ingot
19531,Superb Isparian Wand Ingot
19532,Quality Isparian Wand Ingot
19533,Thick Diamond Oil
19534,Thin Diamond Oil
19535,Diamond Oil
19536,Oil of Nullification
19537,Avalanche
19538,Blizzard
19539,Conflagration
19540,Scoriscant
19541,Coral Golem Viceroy
19542,Crystal Golem Imperator
19543,Diamond Golem Suzerain
19544,Glacial Golem Margrave
19545,Magma Golem Exarch
19551,Nuhmudira's Bestowment of Coordination and Acid Defense
19552,Nuhmudira's Benefaction of Coordination and Acid Defense
19553,Nuhmudira's Endowment of Coordination and Acid Defense
19554,Nuhmudira's Bestowment of Coordination and Armor Defense
19555,Nuhmudira's Benefaction of Coordination and Armor Defense
19556,Nuhmudira's Endowment of Coordination and Armor Defense
19557,Nuhmudira's Bestowment of Coordination and Bludgeon Defense
19558,Nuhmudira's Benefaction of Coordination and Bludgeon Defense
19559,Nuhmudira's Endowment of Coordination and Bludgeon Defense
19560,Nuhmudira's Bestowment of Coordination and Fire Defense
19561,Nuhmudira's Benefaction of Coordination and Fire Defense
19562,Nuhmudira's Endowment of Coordination and Fire Defense
19563,Nuhmudira's Bestowment of Coordination and Frost Defense
19564,Nuhmudira's Benefaction of Coordination and Frost Defense
19565,Nuhmudira's Endowment of Coordination and Frost Defense
19566,Nuhmudira's Bestowment of Coordination and Lightning Defense
19567,Nuhmudira's Benefaction of Coordination and Lightning Defense
19568,Nuhmudira's Endowment of Coordination and Lightning Defense
19569,Nuhmudira's Bestowment of Coordination and Pierce Defense
19570,Nuhmudira's Benefaction of Coordination and Pierce Defense
19571,Nuhmudira's Endowment of Coordination and Pierce Defense
19572,Nuhmudira's Bestowment of Coordination and Slash Defense
19573,Nuhmudira's Benefaction of Coordination and Slash Defense
19574,Nuhmudira's Endowment of Coordination and Slash Defense
19575,Nuhmudira's Bestowment of Endurance and Acid Defense
19576,Nuhmudira's Benefaction of Endurance and Acid Defense
19577,Nuhmudira's Endowment of Endurance and Acid Defense
19578,Nuhmudira's Bestowment of Endurance and Armor Defense
19579,Nuhmudira's Benefaction of Endurance and Armor Defense
19580,Nuhmudira's Endowment of Endurance and Armor Defense
19581,Nuhmudira's Bestowment of Endurance and Bludgeon Defense
19582,Nuhmudira's Benefaction of Endurance and Bludgeon Defense
19583,Nuhmudira's Endowment of Endurance and Bludgeon Defense
19584,Nuhmudira's Bestowment of Endurance and Fire Defense
19585,Nuhmudira's Benefaction of Endurance and Fire Defense
19586,Nuhmudira's Endowment of Endurance and Fire Defense
19587,Nuhmudira's Bestowment of Endurance and Frost Defense
19588,Nuhmudira's Benefaction of Endurance and Frost Defense
19589,Nuhmudira's Endowment of Endurance and Frost Defense
19590,Nuhmudira's Bestowment of Endurance and Lightning Defense
19591,Nuhmudira's Benefaction of Endurance and Lightning Defense
19592,Nuhmudira's Endowment of Endurance and Lightning Defense
19593,Nuhmudira's Bestowment of Endurance and Pierce Defense
19594,Nuhmudira's Benefaction of Endurance and Pierce Defense
19595,Nuhmudira's Endowment of Endurance and Pierce Defense
19596,Nuhmudira's Bestowment of Endurance and Slash Defense
19597,Nuhmudira's Benefaction of Endurance and Slash Defense
19598,Nuhmudira's Endowment of Endurance and Slash Defense
19599,Nuhmudira's Bestowment of Focus and Acid Defense
19600,Nuhmudira's Benefaction of Focus and Acid Defense
19601,Nuhmudira's Endowment of Focus and Acid Defense
19602,Nuhmudira's Bestowment of Focus and Armor Defense
19603,Nuhmudira's Benefaction of Focus and Armor Defense
19604,Nuhmudira's Endowment of Focus and Armor Defense
19605,Nuhmudira's Bestowment of Focus and Bludgeon Defense
19606,Nuhmudira's Benefaction of Focus and Bludgeon Defense
19607,Nuhmudira's Endowment of Focus and Bludgeon Defense
19608,Nuhmudira's Bestowment of Focus and Fire Defense
19609,Nuhmudira's Benefaction of Focus and Fire Defense
19610,Nuhmudira's Endowment of Focus and Fire Defense
19611,Nuhmudira's Bestowment of Focus and Frost Defense
19612,Nuhmudira's Benefaction of Focus and Frost Defense
19613,Nuhmudira's Endowment of Focus and Frost Defense
19614,Nuhmudira's Bestowment of Focus and Lightning Defense
19615,Nuhmudira's Benefaction of Focus and Lightning Defense
19616,Nuhmudira's Endowment of Focus and Lightning Defense
19617,Nuhmudira's Bestowment of Focus and Pierce Defense
19618,Nuhmudira's Benefaction of Focus and Pierce Defense
19619,Nuhmudira's Endowment of Focus and Pierce Defense
19620,Nuhmudira's Bestowment of Focus and Slash Defense
19621,Nuhmudira's Benefaction of Focus and Slash Defense
19622,Nuhmudira's Endowment of Focus and Slash Defense
19623,Nuhmudira's Bestowment of Quickness and Acid Defense
19624,Nuhmudira's Benefaction of Quickness and Acid Defense
19625,Nuhmudira's Endowment of Quickness and Acid Defense
19626,Nuhmudira's Bestowment of Quickness and Armor Defense
19627,Nuhmudira's Benefaction of Quickness and Armor Defense
19628,Nuhmudira's Endowment of Quickness and Armor Defense
19629,Nuhmudira's Bestowment of Quickness and Bludgeon Defense
19630,Nuhmudira's Benefaction of Quickness and Bludgeon Defense
19631,Nuhmudira's Endowment of Quickness and Bludgeon Defense
19632,Nuhmudira's Bestowment of Quickness and Fire Defense
19633,Nuhmudira's Benefaction of Quickness and Fire Defense
19634,Nuhmudira's Endowment of Quickness and Fire Defense
19635,Nuhmudira's Bestowment of Quickness and Frost Defense
19636,Nuhmudira's Benefaction of Quickness and Frost Defense
19637,Nuhmudira's Endowment of Quickness and Frost Defense
19638,Nuhmudira's Bestowment of Quickness and Lightning Defense
19639,Nuhmudira's Benefaction of Quickness and Lightning Defense
19640,Nuhmudira's Endowment of Quickness and Lightning Defense
19641,Nuhmudira's Bestowment of Quickness and Pierce Defense
19642,Nuhmudira's Benefaction of Quickness and Pierce Defense
19643,Nuhmudira's Endowment of Quickness and Pierce Defense
19644,Nuhmudira's Bestowment of Quickness and Slash Defense
19645,Nuhmudira's Benefaction of Quickness and Slash Defense
19646,Nuhmudira's Endowment of Quickness and Slash Defense
19647,Nuhmudira's Bestowment of Self and Acid Defense
19648,Nuhmudira's Benefaction of Self and Acid Defense
19649,Nuhmudira's Endowment of Self and Acid Defense
19650,Nuhmudira's Bestowment of Self and Armor Defense
19651,Nuhmudira's Benefaction of Self and Armor Defense
19652,Nuhmudira's Endowment of Self and Armor Defense
19653,Nuhmudira's Bestowment of Self and Bludgeon Defense
19654,Nuhmudira's Benefaction of Self and Bludgeon Defense
19655,Nuhmudira's Endowment of Self and Bludgeon Defense
19656,Nuhmudira's Bestowment of Self and Fire Defense
19657,Nuhmudira's Benefaction of Self and Fire Defense
19658,Nuhmudira's Endowment of Self and Fire Defense
19659,Nuhmudira's Bestowment of Self and Frost Defense
19660,Nuhmudira's Benefaction of Self and Frost Defense
19661,Nuhmudira's Endowment of Self and Frost Defense
19662,Nuhmudira's Bestowment of Self and Lightning Defense
19663,Nuhmudira's Benefaction of Self and Lightning Defense
19664,Nuhmudira's Endowment of Self and Lightning Defense
19665,Nuhmudira's Bestowment of Self and Pierce Defense
19666,Nuhmudira's Benefaction of Self and Pierce Defense
19667,Nuhmudira's Endowment of Self and Pierce Defense
19668,Nuhmudira's Bestowment of Self and Slash Defense
19669,Nuhmudira's Benefaction of Self and Slash Defense
19670,Nuhmudira's Endowment of Self and Slash Defense
19671,Nuhmudira's Bestowment of Strength and Acid Defense
19672,Nuhmudira's Benefaction of Strength and Acid Defense
19673,Nuhmudira's Endowment of Strength and Acid Defense
19674,Nuhmudira's Bestowment of Strength and Armor Defense
19675,Nuhmudira's Benefaction of Strength and Armor Defense
19676,Nuhmudira's Endowment of Strength and Armor Defense
19677,Nuhmudira's Bestowment of Strength and Bludgeon Defense
19678,Nuhmudira's Benefaction of Strength and Bludgeon Defense
19679,Nuhmudira's Endowment of Strength and Bludgeon Defense
19680,Nuhmudira's Bestowment of Strength and Fire Defense
19681,Nuhmudira's Benefaction of Strength and Fire Defense
19682,Nuhmudira's Endowment of Strength and Fire Defense
19683,Nuhmudira's Bestowment of Strength and Frost Defense
19684,Nuhmudira's Benefaction of Strength and Frost Defense
19685,Nuhmudira's Endowment of Strength and Frost Defense
19686,Nuhmudira's Bestowment of Strength and Lightning Defense
19687,Nuhmudira's Benefaction of Strength and Lightning Defense
19688,Nuhmudira's Endowment of Strength and Lightning Defense
19689,Nuhmudira's Bestowment of Strength and Pierce Defense
19690,Nuhmudira's Benefaction of Strength and Pierce Defense
19691,Nuhmudira's Endowment of Strength and Pierce Defense
19692,Nuhmudira's Bestowment of Strength and Slash Defense
19693,Nuhmudira's Benefaction of Strength and Slash Defense
19694,Nuhmudira's Endowment of Strength and Slash Defense
19695,Nuhmudira's Bestowment of Coordination
19696,Nuhmudira's Benefaction of Coordination
19697,Nuhmudira's Endowment of Coordination
19698,Nuhmudira's Bestowment of Endurance
19699,Nuhmudira's Benefaction of Endurance
19700,Nuhmudira's Endowment of Endurance
19701,Nuhmudira's Bestowment of Focus
19702,Nuhmudira's Benefaction of Focus
19703,Nuhmudira's Endowment of Focus
19704,Nuhmudira's Bestowment of Quickness
19705,Nuhmudira's Benefaction of Quickness
19706,Nuhmudira's Endowment of Quickness
19707,Nuhmudira's Bestowment of Self
19708,Nuhmudira's Benefaction of Self
19709,Nuhmudira's Endowment of Self
19710,Nuhmudira's Bestowment of Strength
19711,Nuhmudira's Benefaction of Strength
19712,Nuhmudira's Endowment of Strength
19713,Ciandra, Arcanum Alchemist
19714,Emissary of Asheron
19715,Colossus Foundry Portal
19716,Mammet Foundry Portal
19717,Mannikin Foundry Portal
19718,Effigy Foundry Portal
19719,Fathomless Chasm
19720,Fathomless Chasm Abyss
19721,Fathomless Chasm Clough
19722,Fathomless Chasm Descent
19723,Fathomless Chasm Devex
19724,Surface
19725,Fathomless Chasm Plummet
19726,Arcanum Research Facility
19727,Surface
19728,Unique Bronze Coil from a Native Cast
19729,Unique Bronze Coil from a Native Cast
19730,Unique Bronze Coil from a Native Cast
19731,Unique Bronze Coil from a Native Cast
19732,Unique Bronze Coil from a Native Cast
19733,Unique Bronze Coil from a Native Cast
19734,Unique Bronze Gear from a Native Cast
19735,Unique Bronze Gear from a Native Cast
19736,Unique Bronze Gear from a Native Cast
19737,Unique Bronze Gear from a Native Cast
19738,Commemorative Bronze Statue
19739,Commemorative Bronze Statue
19740,Commemorative Bronze Statue
19741,Commemorative Bronze Statue
19742,Commemorative Bronze Statue
19743,Commemorative Bronze Statue
19744,Commemorative Bronze Statue
19745,Commemorative Bronze Statue
19746,Commemorative Bronze Statue 
19747,Commemorative Bronze Statue 
19748,Commemorative Bronze Statue
19749,Commemorative Bronze Statue 
19750,Commemorative Bronze Statue
19751,Commemorative Bronze Statue 
19752,Commemorative Bronze Statue
19753,Commemorative Bronze Statue
19754,Commemorative Bronze Statue 
19755,Unique Bronze Nuts and Bolts from a Native Cast
19756,Unique Bronze Nuts and Bolts from a Native Cast
19757,Unique Bronze Nuts and Bolts from a Native Cast
19758,Unique Bronze Spring from a Native Cast
19759,Unique Bronze Spring from a Native Cast
19760,Unique Bronze Spring from a Native Cast
19761,Unique Bronze Spring from a Native Cast
19762,Good Isparian Axe
19763,Good Chilling Isparian Axe
19764,Good Chilling Isparian Axe
19765,Good Flaming Isparian Axe
19766,Good Flaming Isparian Axe
19767,Good Coruscating Isparian Axe
19768,Good Coruscating Isparian Axe
19769,Good Dissolving Isparian Axe
19770,Good Dissolving Isparian Axe
19771,Quality Isparian Axe
19772,Perfect Isparian Axe
19773,Perfect Chilling Isparian Axe
19774,Perfect Chilling Isparian Axe
19775,Perfect Flaming Isparian Axe
19776,Perfect Flaming Isparian Axe
19777,Perfect Coruscating Isparian Axe
19778,Perfect Coruscating Isparian Axe
19779,Perfect Dissolving Isparian Axe
19780,Perfect Dissolving Isparian Axe
19781,Quality Chilling Isparian Axe
19782,Quality Chilling Isparian Axe
19783,Quality Flaming Isparian Axe
19784,Quality Flaming Isparian Axe
19785,Quality Coruscating Isparian Axe
19786,Quality Coruscating Isparian Axe
19787,Quality Dissolving Isparian Axe
19788,Quality Dissolving Isparian Axe
19789,Superb Isparian Axe
19790,Superb Chilling Isparian Axe
19791,Superb Chilling Isparian Axe
19792,Superb Flaming Isparian Axe
19793,Superb Flaming Isparian Axe
19794,Superb Coruscating Isparian Axe
19795,Superb Coruscating Isparian Axe
19796,Superb Dissolving Isparian Axe
19797,Superb Dissolving Isparian Axe
19798,Good Isparian Claw
19799,Good Chilling Isparian Claw
19800,Good Chilling Isparian Claw
19801,Good Flaming Isparian Claw
19802,Good Flaming Isparian Claw
19803,Good Coruscating Isparian Claw
19804,Good Coruscating Isparian Claw
19805,Good Dissolving Isparian Claw
19806,Good Dissolving Isparian Claw
19807,Quality Isparian Claw
19808,Perfect Isparian Claw
19809,Perfect Chilling Isparian Claw
19810,Perfect Chilling Isparian Claw
19811,Perfect Flaming Isparian Claw
19812,Perfect Flaming Isparian Claw
19813,Perfect Coruscating Isparian Claw
19814,Perfect Coruscating Isparian Claw
19815,Perfect Dissolving Isparian Claw
19816,Perfect Dissolving Isparian Claw
19817,Quality Chilling Isparian Claw
19818,Quality Chilling Isparian Claw
19819,Quality Flaming Isparian Claw
19820,Quality Flaming Isparian Claw
19821,Quality Coruscating Isparian Claw
19822,Quality Coruscating Isparian Claw
19823,Quality Dissolving Isparian Claw
19824,Quality Dissolving Isparian Claw
19825,Superb Isparian Claw
19826,Superb Chilling Isparian Claw
19827,Superb Chilling Isparian Claw
19828,Superb Flaming Isparian Claw
19829,Superb Flaming Isparian Claw
19830,Superb Coruscating Isparian Claw
19831,Superb Coruscating Isparian Claw
19832,Superb Dissolving Isparian Claw
19833,Superb Dissolving Isparian Claw
19834,Good Isparian Dagger
19835,Good Chilling Isparian Dagger
19836,Good Chilling Isparian Dagger
19837,Good Flaming Isparian Dagger
19838,Good Flaming Isparian Dagger
19839,Good Coruscating Isparian Dagger
19840,Good Coruscating Isparian Dagger
19841,Good Dissolving Isparian Dagger
19842,Good Dissolving Isparian Dagger
19843,Quality Isparian Dagger
19844,Perfect Isparian Dagger
19845,Perfect Chilling Isparian Dagger
19846,Perfect Chilling Isparian Dagger
19847,Perfect Flaming Isparian Dagger
19848,Perfect Flaming Isparian Dagger
19849,Perfect Coruscating Isparian Dagger
19850,Perfect Coruscating Isparian Dagger
19851,Perfect Dissolving Isparian Dagger
19852,Perfect Dissolving Isparian Dagger
19853,Quality Chilling Isparian Dagger
19854,Quality Chilling Isparian Dagger
19855,Quality Flaming Isparian Dagger
19856,Quality Flaming Isparian Dagger
19857,Quality Coruscating Isparian Dagger
19858,Quality Coruscating Isparian Dagger
